Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Tiros recibidos,Tiros recibidos al arco,Goles recibidos esperados,Goles recibidos,Puntos por partido,Contra ataques hechos,Contra ataques efectivos hechos,Contra ataques recibidos,Contra ataques efectivos recibidos,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
Paris Saint-Germain,Ligue 1,2015/2016,37,65.81475981839294,25.2707936358695,13.837837837837839,6.486486486486487,2.5675675675675675,1.9900775370891894,8.972972972972974,3.0,0.6359038269081081,0.4594594594594595,2.5135135135135136,2.2432432432432434,0.16216216216216217,2.135135135135135,0.0,762.4054054054054,13.18918918918919,104.4054054054054,88.4,79.21,89.86,45.2972972972973,124.0662746216216,54.451798378378385,69.61447624324323,17.35135135135135,16.16216216216216,8.405405405405405,11.54054054054054,8.64864864864865,5.783783783783784
Marseille,Ligue 1,2015/2016,38,58.27515400481484,23.08664377828,11.842105263157896,4.7631578947368425,1.131578947368421,1.2586128458710526,10.263157894736842,3.710526315789474,1.0140156118026316,0.9736842105263158,1.263157894736842,2.8157894736842106,0.02631578947368421,2.736842105263158,0.10526315789473684,544.9473684210526,15.0,77.21052631578948,81.02,71.51,82.59,56.78947368421053,145.22831555263159,60.92583405263158,84.3024815,18.105263157894736,19.68421052631579,9.578947368421053,15.026315789473685,9.026315789473685,6.578947368421052
Lille,Ligue 1,2015/2016,38,51.099122680269815,21.608540629144827,12.105263157894736,4.315789473684211,0.9473684210526315,0.9384623434657895,9.68421052631579,3.5526315789473686,0.9021008242999999,0.6842105263157895,1.5789473684210527,2.6315789473684212,0.13157894736842105,2.4473684210526314,0.02631578947368421,470.55263157894734,11.394736842105264,78.73684210526316,77.48,68.45,79.29,51.0,138.20035036842106,60.70580034210527,77.49455002631579,20.07894736842105,21.236842105263158,9.473684210526315,16.473684210526315,8.763157894736842,6.447368421052632
Gazélec Ajaccio,Ligue 1,2015/2016,37,46.941227692143066,18.710759686485417,10.64864864864865,3.2162162162162162,0.8378378378378378,0.8422032277918918,10.216216216216216,4.378378378378378,1.058091561772973,1.4054054054054055,0.918918918918919,2.5405405405405403,0.08108108108108109,2.5405405405405403,0.10810810810810811,448.35135135135135,13.405405405405405,80.1891891891892,73.52,65.25,75.32,54.486486486486484,151.4194193783784,61.08656375675675,90.33285562162162,18.35135135135135,25.81081081081081,10.783783783783784,17.0,11.567567567567568,7.108108108108108
Caen,Ligue 1,2015/2016,38,39.65582969882458,16.85917140607384,12.131578947368421,4.578947368421052,0.9473684210526315,1.0704338646947367,12.052631578947368,4.578947368421052,1.192020871668421,1.2105263157894737,1.4210526315789473,2.9473684210526314,0.05263157894736842,2.8421052631578947,0.05263157894736842,383.13157894736844,14.578947368421053,74.13157894736842,69.88,62.76,71.59,53.89473684210526,149.16206639473685,56.05351807894737,93.10854831578948,22.92105263157895,27.44736842105263,9.894736842105264,13.578947368421053,10.368421052631579,7.473684210526316
AS Monaco,Ligue 1,2015/2016,38,48.96141889811399,21.364134292364387,10.657894736842104,4.684210526315789,1.3421052631578947,1.3672585683078946,11.631578947368421,4.421052631578948,1.1634801587552632,1.236842105263158,1.7105263157894737,2.8421052631578947,0.07894736842105263,3.0,0.10526315789473684,463.42105263157896,14.5,76.23684210526316,76.75,67.38,78.6,47.68421052631579,156.00240839473682,69.99518486842105,86.0072235263158,22.07894736842105,22.342105263157894,8.842105263157896,15.605263157894736,10.657894736842104,5.894736842105263
Angers,Ligue 1,2015/2016,38,41.87224094018038,15.804678873352753,9.68421052631579,3.5526315789473686,1.0,0.8737972560842107,10.578947368421053,3.473684210526316,0.9400128684368421,0.8421052631578947,1.3157894736842106,2.1842105263157894,0.0,2.1578947368421053,0.02631578947368421,423.6842105263158,8.947368421052632,76.78947368421052,75.24,65.25,77.45,49.6578947368421,162.41474052631577,57.88469855263158,104.5300419736842,20.842105263157894,24.763157894736842,8.710526315789474,15.18421052631579,9.18421052631579,6.842105263157895
Stade de Reims,Ligue 1,2015/2016,38,47.93985481788312,19.598744016503847,10.81578947368421,4.2105263157894735,1.105263157894737,1.0647751239789476,11.263157894736842,4.5,1.2261222441368422,1.4210526315789473,1.0263157894736843,2.3947368421052633,0.13157894736842105,2.526315789473684,0.18421052631578946,449.0263157894737,10.447368421052632,76.34210526315789,75.57,68.18,77.08,53.1578947368421,131.9471770526316,55.17546357894736,76.77171347368422,20.842105263157894,24.736842105263158,8.631578947368421,15.31578947368421,9.763157894736842,6.578947368421052
Bordeaux,Ligue 1,2015/2016,37,51.02887809852113,21.489316105763944,10.91891891891892,3.7567567567567566,1.1081081081081081,1.079935257562162,10.135135135135135,4.297297297297297,1.2314778933162163,1.2972972972972974,1.2702702702702702,2.2972972972972974,0.05405405405405406,2.3513513513513513,0.13513513513513514,488.64864864864865,12.162162162162161,78.5945945945946,77.77,67.57,79.73,52.189189189189186,142.200836027027,59.76954713513513,82.43128889189188,19.135135135135137,24.405405405405407,10.621621621621621,14.135135135135135,9.243243243243244,6.675675675675675
Lyon,Ligue 1,2015/2016,38,61.41097552860166,27.30423886883572,14.0,5.2631578947368425,1.605263157894737,1.567295202831579,9.105263157894736,3.8684210526315788,0.9742304775368421,1.0,1.7105263157894737,2.5,0.07894736842105263,2.5526315789473686,0.18421052631578946,606.7105263157895,11.342105263157896,94.13157894736842,82.98,74.42,84.55,52.473684210526315,135.18781481578947,62.46677968421052,72.72103513157894,15.947368421052632,17.710526315789473,9.026315789473685,14.131578947368421,10.0,5.394736842105263
OGC Nice,Ligue 1,2015/2016,38,56.70187197454402,21.743372923395192,10.131578947368421,4.184210526315789,1.368421052631579,1.1549028100394736,10.31578947368421,4.052631578947368,1.1816881411263158,1.0263157894736843,1.6578947368421053,2.6842105263157894,0.07894736842105263,2.6842105263157894,0.15789473684210525,611.1052631578947,11.131578947368421,93.13157894736842,83.31,74.46,84.9,48.60526315789474,143.22971110526316,53.72675434210527,89.5029567631579,17.86842105263158,21.789473684210527,9.263157894736842,13.026315789473685,10.157894736842104,5.7368421052631575
Montpellier,Ligue 1,2015/2016,38,49.19908292539375,22.06419984231735,9.605263157894736,4.0,1.1842105263157894,1.0047136167000001,10.710526315789474,3.8947368421052633,1.0908599814342106,1.131578947368421,1.2894736842105263,2.263157894736842,0.07894736842105263,2.3684210526315788,0.05263157894736842,486.5263157894737,12.842105263157896,81.89473684210526,77.21,69.83,78.7,54.10526315789474,156.034252,68.48988136842105,87.54437063157894,19.86842105263158,20.736842105263158,9.131578947368421,14.368421052631579,9.236842105263158,7.473684210526316
Toulouse,Ligue 1,2015/2016,38,46.285573431610715,19.125009252844645,10.894736842105264,4.342105263157895,1.0789473684210527,1.292162256936842,10.210526315789474,3.8157894736842106,0.9731381136684213,1.368421052631579,1.0526315789473684,2.8421052631578947,0.18421052631578946,2.736842105263158,0.05263157894736842,447.10526315789474,12.842105263157896,74.6842105263158,73.76,65.61,75.39,56.89473684210526,162.9056657894737,65.91751405263157,96.98815173684211,19.105263157894736,25.0,10.710526315789474,15.68421052631579,9.421052631578947,6.342105263157895
Leicester City,Premier League,2015/2016,38,42.30585516816143,19.06273269941225,13.18421052631579,4.842105263157895,1.7105263157894737,1.659899238618421,12.894736842105264,3.5,1.1660491033342104,0.9210526315789473,2.1315789473684212,2.8421052631578947,0.15789473684210525,2.6315789473684212,0.02631578947368421,393.13157894736844,13.289473684210526,68.8157894736842,69.62,65.62,70.47,50.39473684210526,157.0905382631579,61.70531934210526,95.38521892105263,25.289473684210527,32.81578947368421,10.052631578947368,12.026315789473685,12.657894736842104,7.2368421052631575
West Bromwich Albion,Premier League,2015/2016,38,40.076154546237944,17.9103370713502,9.868421052631579,2.789473684210526,0.8421052631578947,0.9679071953052629,14.105263157894736,4.2894736842105265,1.2281872972342105,1.105263157894737,1.131578947368421,2.1315789473684212,0.02631578947368421,2.1578947368421053,0.02631578947368421,362.9736842105263,11.973684210526315,62.0,68.8,62.1,70.18,48.73684210526316,148.57943655263156,56.93613115789475,91.64330539473684,21.657894736842106,33.5,8.052631578947368,12.210526315789474,11.421052631578947,5.315789473684211
Newcastle United,Premier League,2015/2016,38,45.91720109900571,18.932779450926642,10.368421052631579,3.9210526315789473,1.0263157894736843,1.0438274113421053,14.236842105263158,4.868421052631579,1.4448653795710527,1.5789473684210527,0.9736842105263158,2.6052631578947367,0.13157894736842105,2.5526315789473686,0.10526315789473684,437.8421052631579,12.368421052631579,72.05263157894737,76.09,67.17,77.85,48.23684210526316,160.29986157894737,52.81099589473685,107.48886568421052,20.605263157894736,31.13157894736842,10.605263157894736,13.026315789473685,12.526315789473685,7.342105263157895
Everton,Premier League,2015/2016,38,52.448744830964564,23.1830993350291,12.657894736842104,4.631578947368421,1.368421052631579,1.3011100737526315,13.894736842105264,4.947368421052632,1.3630997761394736,1.3421052631578947,1.236842105263158,2.6842105263157894,0.18421052631578946,2.5,0.18421052631578946,518.8421052631579,12.31578947368421,71.94736842105263,80.36,71.8,81.73,52.6578947368421,151.4608007631579,56.11659652631579,95.3442042368421,19.473684210526315,26.05263157894737,8.68421052631579,10.105263157894736,11.052631578947368,6.026315789473684
Crystal Palace,Premier League,2015/2016,38,46.11604866240441,19.6962308773956,11.81578947368421,4.157894736842105,0.9736842105263158,1.0611810981815788,14.421052631578947,4.578947368421052,1.3456216772289473,1.1578947368421053,1.105263157894737,2.473684210526316,0.0,2.3947368421052633,0.10526315789473684,410.2368421052632,14.342105263157896,72.60526315789474,73.1,65.68,74.69,51.86842105263158,145.7863302105263,56.33929644736841,89.44703376315789,18.157894736842106,28.763157894736842,7.631578947368421,14.552631578947368,10.526315789473685,7.0
Arsenal,Premier League,2015/2016,38,56.49928189652269,27.920414289583675,14.631578947368421,5.526315789473684,1.5526315789473684,1.605828202736842,11.421052631578947,4.105263157894737,0.8431248447552632,0.8157894736842105,1.868421052631579,2.0789473684210527,0.05263157894736842,2.3947368421052633,0.02631578947368421,592.078947368421,12.368421052631579,74.55263157894737,83.37,73.99,84.72,50.078947368421055,135.38423531578948,55.553769263157896,79.83046605263158,18.710526315789473,24.92105263157895,8.157894736842104,10.631578947368421,12.210526315789474,5.894736842105263
Tottenham Hotspur,Premier League,2015/2016,38,57.551819684446194,26.1184354412905,16.789473684210527,6.657894736842105,1.7105263157894737,1.602343397926316,10.921052631578947,3.526315789473684,0.9177331221578948,0.8157894736842105,1.8421052631578947,2.6842105263157894,0.10526315789473684,2.6052631578947367,0.07894736842105263,538.0,11.157894736842104,77.78947368421052,79.37,71.82,80.64,52.0,151.89954394736841,64.26738352631578,87.63216042105262,20.57894736842105,26.842105263157894,9.578947368421053,13.157894736842104,11.263157894736842,5.921052631578948
Sunderland,Premier League,2015/2016,38,41.15877365912847,16.872249285717167,11.526315789473685,3.736842105263158,1.0526315789473684,1.1017784526973682,14.736842105263158,5.657894736842105,1.5458702002368419,1.5,1.0263157894736843,2.210526315789474,0.13157894736842105,2.3157894736842106,0.10526315789473684,377.5,8.447368421052632,62.526315789473685,69.82,63.51,71.07,47.18421052631579,158.08155439473686,55.9392055,102.14234889473683,20.0,30.157894736842106,9.473684210526315,12.473684210526315,12.605263157894736,6.473684210526316
Aston Villa,Premier League,2015/2016,38,46.93238593282761,21.724804969323152,9.81578947368421,2.9473684210526314,0.5789473684210527,0.7513518468894738,12.763157894736842,4.894736842105263,1.5037744425578947,1.7894736842105263,0.4473684210526316,2.473684210526316,0.0,2.5789473684210527,0.10526315789473684,448.36842105263156,12.68421052631579,72.34210526315789,76.39,68.83,77.84,48.473684210526315,158.68227392105265,53.34656173684211,105.33571218421052,20.342105263157894,28.763157894736842,9.052631578947368,13.131578947368421,8.921052631578947,6.026315789473684
Liverpool,Premier League,2015/2016,38,57.711059763903,27.004096750323004,16.157894736842106,5.552631578947368,1.5526315789473684,1.4858562391131578,10.052631578947368,3.5,0.9353203151947369,1.236842105263158,1.5789473684210527,2.5526315789473686,0.13157894736842105,2.263157894736842,0.07894736842105263,560.1315789473684,13.368421052631579,75.26315789473684,79.83,70.98,81.2,52.60526315789474,153.30496889473685,64.60008655263158,88.70488234210525,19.842105263157894,28.657894736842106,9.526315789473685,12.736842105263158,13.394736842105264,6.2368421052631575
Stoke City,Premier League,2015/2016,38,49.763579193924706,21.195392121332695,10.657894736842104,3.4210526315789473,1.0526315789473684,1.0244882052236843,13.763157894736842,4.7368421052631575,1.4004930849473685,1.3421052631578947,1.3421052631578947,2.1842105263157894,0.05263157894736842,2.263157894736842,0.05263157894736842,464.7631578947368,10.289473684210526,65.89473684210526,78.01,70.69,79.22,50.44736842105263,151.75838263157894,52.14356484210526,99.61481778947369,17.973684210526315,25.605263157894736,8.763157894736842,12.631578947368421,12.789473684210526,7.2368421052631575
Manchester United,Premier League,2015/2016,38,58.40512396372131,28.54447430707062,10.842105263157896,3.736842105263158,1.131578947368421,1.0686174079342106,10.5,3.3947368421052633,0.9778897797973686,0.8157894736842105,1.736842105263158,2.0526315789473686,0.07894736842105263,1.9736842105263157,0.05263157894736842,571.1315789473684,13.421052631578947,83.1842105263158,81.22,72.35,82.74,48.526315789473685,153.7669562368421,63.661452447368426,90.10550378947367,16.342105263157894,24.763157894736842,8.68421052631579,14.052631578947368,10.421052631578947,5.947368421052632
AFC Bournemouth,Premier League,2015/2016,38,50.986327556284564,23.288306235196963,12.236842105263158,3.8157894736842106,1.105263157894737,1.0239660280947367,11.236842105263158,4.2894736842105265,1.2083123276921053,1.736842105263158,1.105263157894737,2.1578947368421053,0.0,2.236842105263158,0.13157894736842105,505.44736842105266,12.31578947368421,77.26315789473684,78.95,70.27,80.51,49.05263157894737,164.60350765789474,71.31156760526315,93.29194005263157,17.789473684210527,25.31578947368421,8.68421052631579,11.026315789473685,11.631578947368421,5.2631578947368425
Swansea City,Premier League,2015/2016,38,52.39962126235619,22.88464985368229,11.236842105263158,3.6578947368421053,0.9736842105263158,1.079247612655263,13.18421052631579,4.5,1.2767593492789475,1.2105263157894737,1.236842105263158,2.1052631578947367,0.07894736842105263,2.236842105263158,0.05263157894736842,521.6052631578947,11.447368421052632,84.92105263157895,80.05,72.42,81.54,44.0,155.51719134210524,63.56359007894737,91.95360126315789,20.394736842105264,28.81578947368421,7.7631578947368425,12.18421052631579,10.605263157894736,6.368421052631579
Southampton,Premier League,2015/2016,38,48.55969551970488,22.21774204166323,13.31578947368421,4.578947368421052,1.4736842105263157,1.3471624481894737,12.105263157894736,3.6578947368421053,1.0277936583421052,1.0263157894736843,1.6578947368421053,2.736842105263158,0.15789473684210525,2.5789473684210527,0.15789473684210525,467.7631578947368,15.763157894736842,75.07894736842105,76.12,67.96,77.68,48.1578947368421,152.07057436842106,61.96598121052631,90.10459315789474,19.736842105263158,30.157894736842106,8.31578947368421,13.157894736842104,9.973684210526315,6.2105263157894735
Norwich City,Premier League,2015/2016,38,45.64173746075037,20.997895850467565,10.81578947368421,3.4473684210526314,1.0,0.9928076005842105,12.631578947368421,4.394736842105263,1.4871880452289472,1.6842105263157894,0.8947368421052632,2.3947368421052633,0.05263157894736842,2.5789473684210527,0.13157894736842105,433.10526315789474,13.105263157894736,73.60526315789474,72.38,65.46,73.79,48.1578947368421,131.1882662105263,51.767235921052624,79.42103028947368,18.42105263157895,31.394736842105264,7.868421052631579,12.657894736842104,10.763157894736842,5.315789473684211
Chelsea,Premier League,2015/2016,38,55.64614355544239,28.051220791098476,13.631578947368421,4.2894736842105265,1.3157894736842106,1.3480388690052632,12.289473684210526,4.526315789473684,1.189491701394737,1.236842105263158,1.3157894736842106,2.6842105263157894,0.10526315789473684,2.6315789473684212,0.07894736842105263,554.8157894736842,11.894736842105264,72.86842105263158,81.95,74.11,83.13,48.73684210526316,150.5309897631579,58.97803247368421,91.55295728947368,19.81578947368421,25.263157894736842,9.263157894736842,12.342105263157896,11.552631578947368,5.7105263157894735
Watford,Premier League,2015/2016,38,43.99810495124775,19.382056010486856,11.421052631578947,3.6052631578947367,0.8947368421052632,1.1245883039526317,12.973684210526315,4.7105263157894735,1.3543600625605263,1.1842105263157894,1.1842105263157894,2.4210526315789473,0.02631578947368421,2.6052631578947367,0.07894736842105263,425.3157894736842,10.263157894736842,63.5,71.76,63.74,73.17,49.60526315789474,151.907665,58.64658942105264,93.26107557894736,20.18421052631579,29.789473684210527,9.763157894736842,13.868421052631579,12.236842105263158,6.421052631578948
Manchester City,Premier League,2015/2016,38,56.88304839474334,30.756071938456326,15.394736842105264,5.552631578947368,1.736842105263158,1.6265639543289474,8.631578947368421,3.4473684210526314,0.9710958801657895,0.9473684210526315,1.736842105263158,2.473684210526316,0.23684210526315788,2.3684210526315788,0.10526315789473684,583.8947368421053,14.026315789473685,84.84210526315789,81.88,71.18,83.7,51.94736842105263,135.967839,58.361260447368416,77.60657855263158,16.263157894736842,26.55263157894737,7.631578947368421,12.68421052631579,12.763157894736842,7.421052631578948
West Ham United,Premier League,2015/2016,38,48.49973531220499,21.97727427885342,13.947368421052632,4.921052631578948,1.631578947368421,1.3629153392078948,13.552631578947368,4.2631578947368425,1.3924488779210527,1.236842105263158,1.631578947368421,2.473684210526316,0.07894736842105263,2.5526315789473686,0.10526315789473684,436.13157894736844,12.342105263157896,65.73684210526316,76.42,67.69,77.97,51.078947368421055,125.21617407894739,48.62762644736842,76.58854763157895,18.92105263157895,30.342105263157894,8.578947368421053,11.657894736842104,11.5,6.5
Atalanta,Serie A,2015/2016,38,47.96018740199337,20.846948045538404,11.342105263157896,3.6578947368421053,0.9736842105263158,1.0563551212342104,11.921052631578947,4.026315789473684,1.2237012260631577,1.1578947368421053,1.1842105263157894,2.6052631578947367,0.02631578947368421,2.473684210526316,0.07894736842105263,450.6578947368421,15.947368421052632,79.73684210526316,74.82,67.92,76.3,47.39473684210526,148.07968818421054,53.90101363157895,94.17867455263159,19.68421052631579,24.210526315789473,9.18421052631579,18.210526315789473,11.289473684210526,5.894736842105263
Frosinone,Serie A,2015/2016,38,39.18416681774875,16.256027787491593,12.052631578947368,3.5,0.868421052631579,0.783569245168421,19.57894736842105,6.105263157894737,1.747660128813158,1.894736842105263,0.8157894736842105,2.6842105263157894,0.07894736842105263,2.6578947368421053,0.07894736842105263,341.2368421052632,10.5,61.86842105263158,69.65,61.25,71.51,48.89473684210526,149.40129460526316,57.20066400000001,92.20063060526316,24.236842105263158,30.86842105263158,8.236842105263158,18.05263157894737,10.868421052631579,5.2368421052631575
Udinese,Serie A,2015/2016,38,43.41172698891936,19.42436834421969,11.236842105263158,3.973684210526316,0.8947368421052632,1.1483621904131578,13.263157894736842,4.473684210526316,1.2302410239763157,1.4736842105263157,1.0263157894736843,2.710526315789474,0.07894736842105263,2.789473684210526,0.13157894736842105,417.7894736842105,13.578947368421053,74.65789473684211,73.47,64.43,75.44,47.81578947368421,153.69695005263156,57.556216342105266,96.14073371052632,21.789473684210527,24.18421052631579,7.2631578947368425,16.842105263157894,8.105263157894736,5.7105263157894735
Torino,Serie A,2015/2016,38,48.8778686961955,17.77159015694481,12.026315789473685,4.7631578947368425,1.2894736842105263,1.2562507234342106,11.289473684210526,4.0,1.0426285151289474,1.368421052631579,1.1842105263157894,2.763157894736842,0.07894736842105263,2.789473684210526,0.05263157894736842,447.5263157894737,11.894736842105264,64.73684210526316,80.42,68.86,82.37,46.1578947368421,143.2647218157895,44.11748368421053,99.14723813157894,17.81578947368421,20.42105263157895,8.0,18.63157894736842,6.7894736842105265,5.0
Inter Milan,Serie A,2015/2016,38,55.276200110027546,25.87818266832825,12.81578947368421,4.368421052631579,1.2894736842105263,1.2715285136868422,11.526315789473685,4.052631578947368,1.0859699322657896,0.8421052631578947,1.763157894736842,2.3157894736842106,0.05263157894736842,2.210526315789474,0.07894736842105263,538.3947368421053,14.657894736842104,89.8157894736842,81.03,71.93,82.85,50.60526315789474,146.77123018421054,61.85956857894737,84.91166160526315,20.5,22.289473684210527,8.447368421052632,14.68421052631579,10.026315789473685,5.0
Lazio,Serie A,2015/2016,38,55.56602364017677,24.715007691774137,12.921052631578947,3.8157894736842106,1.2894736842105263,1.2745520785210527,10.526315789473685,4.342105263157895,1.1028815440973685,1.263157894736842,1.4210526315789473,2.763157894736842,0.07894736842105263,2.8157894736842106,0.13157894736842105,524.0526315789474,16.13157894736842,85.36842105263158,78.19,72.1,79.38,55.973684210526315,141.38510010526318,62.17529342105263,79.20980668421052,19.842105263157894,20.842105263157894,8.368421052631579,16.973684210526315,9.894736842105264,6.315789473684211
AS Roma,Serie A,2015/2016,38,56.919245286641974,26.377614077638242,14.578947368421053,5.657894736842105,2.0789473684210527,1.5499281913210525,11.026315789473685,4.078947368421052,1.0441626854526316,0.9736842105263158,2.1052631578947367,2.6578947368421053,0.13157894736842105,2.5789473684210527,0.07894736842105263,571.0,13.605263157894736,85.21052631578948,81.91,72.24,83.6,48.44736842105263,136.17665739473682,61.33966844736843,74.83698894736841,19.57894736842105,20.07894736842105,6.315789473684211,15.18421052631579,6.7631578947368425,5.421052631578948
Sassuolo,Serie A,2015/2016,38,51.62657571510169,22.58529008241264,12.289473684210526,3.8684210526315788,1.131578947368421,1.1354614929026317,11.763157894736842,3.8421052631578947,1.0281756269447366,1.0,1.605263157894737,2.6315789473684212,0.07894736842105263,2.736842105263158,0.05263157894736842,484.07894736842104,13.578947368421053,79.28947368421052,77.04,68.87,78.64,53.31578947368421,144.4286055,64.96719526315789,79.46141023684211,22.026315789473685,25.736842105263158,7.815789473684211,16.36842105263158,9.894736842105264,6.315789473684211
AC Milan,Serie A,2015/2016,38,52.927187050066266,24.656980112609848,13.947368421052632,4.7368421052631575,1.2894736842105263,1.345855917942105,11.368421052631579,3.789473684210526,0.9675290214552632,1.0526315789473684,1.5,2.9210526315789473,0.15789473684210525,2.8947368421052633,0.05263157894736842,491.0,12.18421052631579,87.1842105263158,78.92,70.18,80.81,52.44736842105263,137.4030625,58.213839263157894,79.1892232368421,21.0,23.236842105263158,9.105263157894736,17.0,7.526315789473684,5.394736842105263
Sampdoria,Serie A,2015/2016,38,49.50254852878077,21.41980181203609,10.81578947368421,3.9473684210526314,1.0526315789473684,0.9984013030236841,15.0,5.421052631578948,1.588776077305263,1.5263157894736843,1.0526315789473684,2.6578947368421053,0.10526315789473684,2.763157894736842,0.15789473684210525,473.86842105263156,8.736842105263158,75.76315789473684,79.14,71.52,80.59,47.63157894736842,141.3643737631579,54.857444657894746,86.50692910526315,21.342105263157894,24.57894736842105,8.18421052631579,16.236842105263158,9.68421052631579,5.2894736842105265
Napoli,Serie A,2015/2016,38,60.78837678193672,29.32347593531004,16.894736842105264,6.447368421052632,2.0,1.6706286341236842,8.289473684210526,2.3157894736842106,0.6940165214789474,0.7368421052631579,2.1578947368421053,2.5526315789473686,0.10526315789473684,2.473684210526316,0.05263157894736842,701.8157894736842,13.263157894736842,98.84210526315789,85.12,78.04,86.28,48.60526315789474,132.50481260526317,66.43163326315789,66.07317934210526,17.94736842105263,18.263157894736842,8.31578947368421,12.763157894736842,10.447368421052632,4.868421052631579
Juventus,Serie A,2015/2016,38,56.595322191275216,25.70282070676743,15.052631578947368,5.7368421052631575,1.8157894736842106,1.5624528361026317,8.578947368421053,2.526315789473684,0.5599419578605263,0.5,2.3947368421052633,2.526315789473684,0.02631578947368421,2.6052631578947367,0.02631578947368421,560.5526315789474,12.736842105263158,86.78947368421052,84.34,75.23,86.01,49.21052631578947,120.20341757894738,52.46337097368422,67.74004660526316,18.736842105263158,19.13157894736842,7.394736842105263,16.236842105263158,6.947368421052632,4.921052631578948
Hellas Verona,Serie A,2015/2016,38,46.160734620556276,19.747987684763356,11.5,3.8421052631578947,0.868421052631579,1.063963905418421,13.157894736842104,4.605263157894737,1.477952589,1.4736842105263157,0.7368421052631579,2.6052631578947367,0.02631578947368421,2.526315789473684,0.05263157894736842,423.7105263157895,14.947368421052632,70.1842105263158,74.0,65.17,75.76,50.63157894736842,151.73792315789473,60.04081160526315,91.69711155263157,20.68421052631579,22.342105263157894,8.578947368421053,17.842105263157894,8.842105263157896,4.7105263157894735
Bologna,Serie A,2015/2016,38,46.51189571002758,19.968678493764457,9.631578947368421,2.973684210526316,0.7894736842105263,0.8141545509342106,11.81578947368421,4.2105263157894735,1.2555768325605263,1.131578947368421,1.105263157894737,2.526315789473684,0.02631578947368421,2.526315789473684,0.07894736842105263,456.44736842105266,9.342105263157896,76.60526315789474,77.08,70.9,78.33,50.18421052631579,154.08372639473683,61.979972263157904,92.10375413157895,21.05263157894737,27.157894736842106,7.684210526315789,15.394736842105264,9.68421052631579,5.973684210526316
Palermo,Serie A,2015/2016,38,42.85573946672167,19.4127320578611,10.18421052631579,3.3421052631578947,0.9473684210526315,0.8880499878736842,15.421052631578947,5.157894736842105,1.4566932894210527,1.631578947368421,1.0263157894736843,2.710526315789474,0.05263157894736842,2.8157894736842106,0.07894736842105263,412.0263157894737,12.763157894736842,72.44736842105263,74.53,68.14,75.89,53.81578947368421,154.77478744736842,58.571097894736845,96.20368955263157,21.789473684210527,23.57894736842105,8.447368421052632,17.736842105263158,8.131578947368421,5.368421052631579
Fiorentina,Serie A,2015/2016,38,61.03726414655341,28.069588019649338,14.5,4.7894736842105265,1.4210526315789473,1.3662955683921052,8.605263157894736,3.0789473684210527,0.8786489048947369,1.0526315789473684,1.6842105263157894,2.210526315789474,0.13157894736842105,2.1315789473684212,0.07894736842105263,620.078947368421,10.947368421052632,93.21052631578948,84.74,75.75,86.33,49.39473684210526,132.95298068421053,59.23433099999999,73.71864968421053,19.526315789473685,18.0,7.394736842105263,15.552631578947368,10.605263157894736,5.5
Genoa,Serie A,2015/2016,38,49.7803541707621,23.262479144253938,11.842105263157896,4.105263157894737,1.105263157894737,1.097839113081579,12.789473684210526,4.447368421052632,1.1591767877052632,1.1578947368421053,1.2105263157894737,2.526315789473684,0.05263157894736842,2.5526315789473686,0.02631578947368421,459.07894736842104,12.552631578947368,76.26315789473684,76.63,67.39,78.47,53.73684210526316,157.20000736842107,59.958887999999995,97.24111936842105,20.86842105263158,26.44736842105263,9.263157894736842,18.05263157894737,8.394736842105264,6.2368421052631575
Empoli,Serie A,2015/2016,38,51.51888346880307,21.84344107301132,12.31578947368421,3.8157894736842106,0.9473684210526315,0.9389081057921052,13.631578947368421,4.447368421052632,1.1403684033631578,1.2105263157894737,1.2105263157894737,2.5526315789473686,0.05263157894736842,2.473684210526316,0.07894736842105263,524.2368421052631,7.394736842105263,87.89473684210526,81.34,74.34,82.75,49.526315789473685,136.05068315789475,59.06345452631579,76.98722863157896,20.157894736842106,22.63157894736842,7.657894736842105,14.736842105263158,8.157894736842104,5.394736842105263
Carpi,Serie A,2015/2016,38,36.911618950065986,16.309276196639455,10.552631578947368,3.526315789473684,0.8157894736842105,0.9973862097605263,12.868421052631579,4.657894736842105,1.2676701239394739,1.4736842105263157,1.0,2.789473684210526,0.07894736842105263,2.6315789473684212,0.10526315789473684,364.13157894736844,11.105263157894736,59.0,68.42,61.78,69.7,53.55263157894737,172.3548972894737,63.006218815789474,109.3486784736842,23.526315789473685,27.07894736842105,10.447368421052632,18.57894736842105,11.210526315789474,5.447368421052632
